,signature,target
14172,LJP009_ASC_24H:G13,BRD-K49328571
14173,LJP009_ASC_24H:G14,BRD-K49328571
14174,LJP009_MCF7_24H:G18,BRD-K49328571
14175,LJP008_NEU_24H:G17,BRD-K49328571
14176,LJP009_ASC_24H:G15,BRD-K49328571
14177,LJP009_ASC_24H:G17,BRD-K49328571
14178,LJP005_MCF10A_24H:D06,BRD-K49328571
14179,LJP005_MCF10A_24H:D04,BRD-K49328571
14180,LJP005_MCF10A_24H:D03,BRD-K49328571
14181,LJP007_CD34_24H:G16,BRD-K49328571
14182,LJP005_BT20_24H:D04,BRD-K49328571
14183,LJP005_MCF10A_24H:D01,BRD-K49328571
14184,LJP009_SKL_24H:G17,BRD-K49328571
14185,LJP005_HEPG2_24H:D02,BRD-K49328571
14186,LJP007_ASC_24H:G14,BRD-K49328571
14187,LJP009_ASC_24H:G16,BRD-K49328571
14188,LJP009_MCF7_24H:G14,BRD-K49328571
14189,LJP006_HA1E_24H:I06,BRD-K49328571
14190,LJP006_MCF10A_3H:I06,BRD-K49328571
14191,LJP005_HA1E_24H:D02,BRD-K49328571
14192,LJP005_HA1E_24H:D03,BRD-K49328571
14193,LJP005_HA1E_24H:D04,BRD-K49328571
14194,LJP005_HA1E_24H:D05,BRD-K49328571
14195,LJP005_HA1E_24H:D06,BRD-K49328571
14196,LJP006_MCF7_3H:I01,BRD-K49328571
14197,LJP006_MCF7_3H:I02,BRD-K49328571
14198,LJP006_MCF7_3H:I03,BRD-K49328571
14199,LJP006_MCF7_3H:I04,BRD-K49328571
14200,LJP006_MCF7_3H:I05,BRD-K49328571
14201,LJP006_MCF7_3H:I06,BRD-K49328571
14202,LJP009_HT29_24H:G13,BRD-K49328571
14203,LJP008_HT29_24H:G13,BRD-K49328571
14204,LJP007_HA1E_24H:G17,BRD-K49328571
14205,LJP008_HT29_24H:G14,BRD-K49328571
14206,LJP008_HT29_24H:G15,BRD-K49328571
14207,LJP008_HT29_24H:G16,BRD-K49328571
14208,LJP008_HT29_24H:G17,BRD-K49328571
14209,LJP008_HT29_24H:G18,BRD-K49328571
14210,LJP008_NEU_24H:G18,BRD-K49328571
14211,LJP005_BT20_24H:D03,BRD-K49328571
14212,LJP005_HA1E_24H:D01,BRD-K49328571
14213,LJP007_HA1E_24H:G18,BRD-K49328571
14214,LJP005_HEPG2_24H:D06,BRD-K49328571
14215,LJP005_HEPG2_24H:D05,BRD-K49328571
14216,LJP006_MCF10A_3H:I05,BRD-K49328571
14217,LJP009_NEU_24H:G17,BRD-K49328571
14218,LJP009_NEU_24H:G16,BRD-K49328571
14219,LJP009_NEU_24H:G15,BRD-K49328571
14220,LJP009_NEU_24H:G14,BRD-K49328571
14221,LJP006_MCF10A_3H:I04,BRD-K49328571
14222,LJP006_MCF10A_3H:I03,BRD-K49328571
14223,LJP006_MCF10A_3H:I02,BRD-K49328571
14224,LJP006_MCF10A_3H:I01,BRD-K49328571
14225,LJP009_SKL_24H:G16,BRD-K49328571
14226,LJP006_BT20_24H:I04,BRD-K49328571
14227,LJP009_SKL_24H:G15,BRD-K49328571
14228,LJP008_A549_24H:G13,BRD-K49328571
14229,LJP005_BT20_24H:D01,BRD-K49328571
14230,LJP005_BT20_24H:D02,BRD-K49328571
14231,LJP009_NEU_24H:G13,BRD-K49328571
14232,LJP005_HEPG2_24H:D03,BRD-K49328571
14233,LJP009_SKL_24H:G13,BRD-K49328571
14234,LJP005_BT20_24H:D05,BRD-K49328571
14235,LJP006_HA1E_24H:I05,BRD-K49328571
14236,LJP006_HA1E_24H:I04,BRD-K49328571
14237,LJP005_HEPG2_24H:D04,BRD-K49328571
14238,LJP009_SKL_24H:G14,BRD-K49328571
14239,LJP005_BT20_3H:D06,BRD-K49328571
14240,LJP005_MCF10A_24H:D02,BRD-K49328571
14241,LJP005_BT20_3H:D04,BRD-K49328571
14242,LJP009_HME1_24H:G17,BRD-K49328571
14243,LJP009_HME1_24H:G16,BRD-K49328571
14244,LJP005_BT20_3H:D05,BRD-K49328571
14245,LJP009_HME1_24H:G15,BRD-K49328571
14246,LJP008_NPC.CAS9_24H:G18,BRD-K49328571
14247,LJP008_NPC.CAS9_24H:G17,BRD-K49328571
14248,LJP008_NPC.CAS9_24H:G16,BRD-K49328571
14249,LJP008_SKL.C_24H:G16,BRD-K49328571
14250,LJP008_SKL.C_24H:G15,BRD-K49328571
14251,LJP008_SKL.C_24H:G14,BRD-K49328571
14252,LJP008_NPC.CAS9_24H:G15,BRD-K49328571
14253,LJP008_NPC.CAS9_24H:G14,BRD-K49328571
14254,LJP008_NPC.CAS9_24H:G13,BRD-K49328571
14255,LJP009_HME1_24H:G14,BRD-K49328571
14256,LJP009_HME1_24H:G13,BRD-K49328571
14257,LJP006_BT20_24H:I06,BRD-K49328571
14258,LJP006_BT20_24H:I03,BRD-K49328571
14259,LJP006_BT20_24H:I02,BRD-K49328571
14260,LJP007_HUVEC_24H:G13,BRD-K49328571
14261,LJP009_HME1_24H:G18,BRD-K49328571
14262,LJP007_HEPG2_24H:G13,BRD-K49328571
14263,LJP007_HEPG2_24H:G14,BRD-K49328571
14264,LJP007_HEPG2_24H:G15,BRD-K49328571
14265,LJP007_SKL.C_24H:G16,BRD-K49328571
14266,LJP008_SKL.C_24H:G18,BRD-K49328571
14267,LJP008_A549_24H:G18,BRD-K49328571
14268,LJP007_HUVEC_24H:G14,BRD-K49328571
14269,LJP005_HS578T_3H:D02,BRD-K49328571
14270,LJP008_SKL.C_24H:G17,BRD-K49328571
14271,LJP007_HUVEC_24H:G15,BRD-K49328571
14272,LJP007_HUVEC_24H:G16,BRD-K49328571
14273,LJP007_HUVEC_24H:G17,BRD-K49328571
14274,LJP009_HUVEC_24H:G15,BRD-K49328571
14275,LJP005_A375_24H:D06,BRD-K49328571
14276,LJP008_A549_24H:G17,BRD-K49328571
14277,LJP008_A549_24H:G16,BRD-K49328571
14278,LJP008_A549_24H:G15,BRD-K49328571
14279,LJP008_A549_24H:G14,BRD-K49328571
14280,LJP009_HUVEC_24H:G13,BRD-K49328571
14281,LJP009_HUVEC_24H:G14,BRD-K49328571
14282,LJP007_HEPG2_24H:G18,BRD-K49328571
14283,LJP007_HEPG2_24H:G17,BRD-K49328571
14284,LJP007_HEPG2_24H:G16,BRD-K49328571
14285,LJP007_HUVEC_24H:G18,BRD-K49328571
14286,LJP009_HEPG2_24H:G18,BRD-K49328571
14287,LJP006_HME1_24H:I05,BRD-K49328571
14288,LJP009_ASC.C_24H:G18,BRD-K49328571
14289,LJP009_NPC_24H:G15,BRD-K49328571
14290,LJP009_NPC_24H:G14,BRD-K49328571
14291,LJP009_ASC.C_24H:G17,BRD-K49328571
14292,LJP007_SKL.C_24H:G15,BRD-K49328571
14293,LJP007_SKL.C_24H:G13,BRD-K49328571
14294,LJP005_BT20_3H:D01,BRD-K49328571
14295,LJP005_BT20_3H:D02,BRD-K49328571
14296,LJP005_BT20_3H:D03,BRD-K49328571
14297,LJP007_SKL.C_24H:G18,BRD-K49328571
14298,LJP007_HT29_24H:G15,BRD-K49328571
14299,LJP008_HUVEC_24H:G16,BRD-K49328571
14300,LJP009_A375_24H:G16,BRD-K49328571
14301,LJP009_A375_24H:G15,BRD-K49328571
14302,LJP009_A375_24H:G14,BRD-K49328571
14303,LJP009_MCF7_24H:G13,BRD-K49328571
14304,LJP009_A375_24H:G13,BRD-K49328571
14305,LJP009_HUVEC_24H:G17,BRD-K49328571
14306,LJP009_HUVEC_24H:G18,BRD-K49328571
14307,LJP009_A375_24H:G17,BRD-K49328571
14308,LJP008_HUVEC_24H:G18,BRD-K49328571
14309,LJP007_SKL.C_24H:G17,BRD-K49328571
14310,LJP009_NPC_24H:G18,BRD-K49328571
14311,LJP007_SKL.C_24H:G14,BRD-K49328571
14312,LJP009_A375_24H:G18,BRD-K49328571
14313,LJP009_HUVEC_24H:G16,BRD-K49328571
14314,LJP009_ASC.C_24H:G13,BRD-K49328571
14315,LJP009_ASC.C_24H:G14,BRD-K49328571
14316,LJP007_HT29_24H:G16,BRD-K49328571
14317,LJP008_HUVEC_24H:G13,BRD-K49328571
14318,LJP008_HUVEC_24H:G14,BRD-K49328571
14319,LJP007_SKL_24H:G14,BRD-K49328571
14320,LJP008_HUVEC_24H:G17,BRD-K49328571
14321,LJP006_BT20_24H:I01,BRD-K49328571
14322,LJP009_NPC_24H:G17,BRD-K49328571
14323,LJP009_NPC_24H:G16,BRD-K49328571
14324,LJP009_ASC.C_24H:G15,BRD-K49328571
14325,LJP008_HUVEC_24H:G15,BRD-K49328571
14326,LJP009_ASC.C_24H:G16,BRD-K49328571
14327,LJP007_A375_24H:G14,BRD-K49328571
14328,LJP008_SKL.C_24H:G13,BRD-K49328571
14329,REP.A008_HELA_24H:A10,BRD-A68009927
14330,REP.A008_HELA_24H:A11,BRD-A68009927
14331,REP.A008_HELA_24H:A09,BRD-A68009927
14332,REP.A008_HELA_24H:A08,BRD-A68009927
14333,REP.A008_HA1E_24H:A12,BRD-A68009927
14334,REP.A008_MCF7_24H:A08,BRD-A68009927
14335,REP.A008_A375_24H:A09,BRD-A68009927
14336,REP.A008_HA1E_24H:A09,BRD-A68009927
14337,REP.A008_HA1E_24H:A08,BRD-A68009927
14338,REP.A008_HA1E_24H:A07,BRD-A68009927
14339,REP.A008_YAPC_24H:A12,BRD-A68009927
14340,REP.A008_A375_24H:A12,BRD-A68009927
14341,REP.A008_A375_24H:A11,BRD-A68009927
14342,REP.A008_HA1E_24H:A10,BRD-A68009927
14343,REP.A008_HELA_24H:A12,BRD-A68009927
14344,REP.A008_YAPC_24H:A11,BRD-A68009927
14345,REP.A008_HT29_24H:A08,BRD-A68009927
14346,REP.A008_MCF7_24H:A09,BRD-A68009927
14347,REP.A008_MCF7_24H:A10,BRD-A68009927
14348,REP.A008_MCF7_24H:A11,BRD-A68009927
14349,REP.A008_MCF7_24H:A12,BRD-A68009927
14350,REP.A008_MCF7_24H:A07,BRD-A68009927
14351,REP.A008_PC3_24H:A07,BRD-A68009927
14352,REP.A008_PC3_24H:A08,BRD-A68009927
14353,REP.A008_PC3_24H:A09,BRD-A68009927
14354,REP.A008_PC3_24H:A10,BRD-A68009927
14355,REP.A008_HT29_24H:A07,BRD-A68009927
14356,REP.A008_PC3_24H:A11,BRD-A68009927
14357,REP.A008_HT29_24H:A12,BRD-A68009927
14358,REP.A008_HT29_24H:A11,BRD-A68009927
14359,REP.A008_HT29_24H:A10,BRD-A68009927
14360,REP.A008_HT29_24H:A09,BRD-A68009927
14361,REP.A008_YAPC_24H:A07,BRD-A68009927
14362,REP.A008_YAPC_24H:A08,BRD-A68009927
14363,REP.A008_YAPC_24H:A09,BRD-A68009927
14364,REP.A008_YAPC_24H:A10,BRD-A68009927
14365,REP.A008_A375_24H:A10,BRD-A68009927
14366,REP.A008_PC3_24H:A12,BRD-A68009927
14367,REP.A008_A375_24H:A08,BRD-A68009927
14368,REP.A008_HA1E_24H:A11,BRD-A68009927
14369,REP.A008_A375_24H:A07,BRD-A68009927
14370,LJP008_HT29_24H:M13,BRD-K79254416
14371,LJP008_SKL_24H:M17,BRD-K79254416
14372,LJP008_SKL_24H:M16,BRD-K79254416
14373,LJP008_SKL_24H:M18,BRD-K79254416
14374,LJP008_ASC.C_24H:M13,BRD-K79254416
14375,LJP008_NPC.TAK_24H:M18,BRD-K79254416
14376,LJP008_NPC.TAK_24H:M17,BRD-K79254416
14377,LJP008_NPC.TAK_24H:M16,BRD-K79254416
14378,LJP008_ASC.C_24H:M14,BRD-K79254416
14379,LJP008_ASC.C_24H:M15,BRD-K79254416
14380,LJP008_ASC.C_24H:M16,BRD-K79254416
14381,LJP008_ASC.C_24H:M17,BRD-K79254416
14382,LJP008_ASC.C_24H:M18,BRD-K79254416
14383,LJP008_NPC.TAK_24H:M15,BRD-K79254416
14384,LJP008_HT29_24H:M14,BRD-K79254416
14385,LJP008_SKL_24H:M15,BRD-K79254416
14386,LJP008_HT29_24H:M15,BRD-K79254416
14387,LJP008_SKL_24H:M14,BRD-K79254416
14388,LJP008_NPC_24H:M18,BRD-K79254416
14389,LJP008_HEPG2_24H:M14,BRD-K79254416
14390,LJP008_NPC_24H:M15,BRD-K79254416
14391,LJP008_NPC_24H:M14,BRD-K79254416
14392,LJP008_NPC_24H:M13,BRD-K79254416
14393,LJP008_HME1_24H:M18,BRD-K79254416
14394,LJP008_HME1_24H:M17,BRD-K79254416
14395,LJP008_HME1_24H:M16,BRD-K79254416
14396,LJP008_NPC_24H:M16,BRD-K79254416
14397,LJP008_HME1_24H:M15,BRD-K79254416
14398,LJP008_HME1_24H:M13,BRD-K79254416
14399,LJP008_NPC.CAS9_24H:M18,BRD-K79254416
14400,LJP008_NPC.CAS9_24H:M16,BRD-K79254416
14401,LJP008_NPC.CAS9_24H:M13,BRD-K79254416
14402,LJP008_NPC.CAS9_24H:M14,BRD-K79254416
14403,LJP008_NPC.CAS9_24H:M15,BRD-K79254416
14404,LJP008_HME1_24H:M14,BRD-K79254416
14405,LJP008_NPC_24H:M17,BRD-K79254416
14406,LJP008_A549_24H:M13,BRD-K79254416
14407,LJP008_A549_24H:M14,BRD-K79254416
14408,LJP008_HEPG2_24H:M15,BRD-K79254416
14409,LJP008_HEPG2_24H:M16,BRD-K79254416
14410,LJP008_HEPG2_24H:M17,BRD-K79254416
14411,LJP008_HEPG2_24H:M18,BRD-K79254416
14412,LJP008_SKL_24H:M13,BRD-K79254416
14413,LJP008_NEU_24H:M13,BRD-K79254416
14414,LJP008_NEU_24H:M14,BRD-K79254416
14415,LJP008_NEU_24H:M15,BRD-K79254416
14416,LJP008_NEU_24H:M16,BRD-K79254416
14417,LJP008_NEU_24H:M17,BRD-K79254416
14418,LJP008_NEU_24H:M18,BRD-K79254416
14419,LJP008_A549_24H:M18,BRD-K79254416
14420,LJP008_A549_24H:M17,BRD-K79254416
14421,LJP008_A549_24H:M16,BRD-K79254416
14422,LJP008_A549_24H:M15,BRD-K79254416
14423,LJP008_HEPG2_24H:M13,BRD-K79254416
14424,LJP008_HT29_24H:M16,BRD-K79254416
14425,REP.A022_HT29_24H:B21,BRD-K79254416
14426,LJP008_HT29_24H:M18,BRD-K79254416
14427,REP.A022_HELA_24H:B19,BRD-K79254416
14428,LJP008_MCF7_24H:M18,BRD-K79254416
14429,LJP008_CD34_24H:M18,BRD-K79254416
14430,LJP008_CD34_24H:M17,BRD-K79254416
14431,LJP008_CD34_24H:M16,BRD-K79254416
14432,LJP008_CD34_24H:M15,BRD-K79254416
14433,LJP008_CD34_24H:M14,BRD-K79254416
14434,LJP008_HUVEC_24H:M18,BRD-K79254416
14435,LJP008_CD34_24H:M13,BRD-K79254416
14436,LJP008_HA1E_24H:M13,BRD-K79254416
14437,LJP008_HA1E_24H:M14,BRD-K79254416
14438,LJP008_HA1E_24H:M15,BRD-K79254416
14439,LJP008_HA1E_24H:M16,BRD-K79254416
14440,LJP008_HA1E_24H:M17,BRD-K79254416
14441,LJP008_HA1E_24H:M18,BRD-K79254416
14442,REP.A022_HELA_24H:B20,BRD-K79254416
14443,REP.A022_HA1E_24H:B24,BRD-K79254416
14444,REP.A022_HELA_24H:B21,BRD-K79254416
14445,LJP008_MCF7_24H:M17,BRD-K79254416
14446,REP.A022_HT29_24H:B20,BRD-K79254416
14447,REP.A022_HT29_24H:B19,BRD-K79254416
14448,REP.A022_HT29_24H:B23,BRD-K79254416
14449,REP.A022_HELA_24H:B24,BRD-K79254416
14450,REP.A022_HT29_24H:B24,BRD-K79254416
14451,REP.A022_HELA_24H:B23,BRD-K79254416
14452,LJP008_MCF7_24H:M13,BRD-K79254416
14453,LJP008_MCF7_24H:M14,BRD-K79254416
14454,REP.A022_MCF7_24H:B20,BRD-K79254416
14455,REP.A022_MCF7_24H:B21,BRD-K79254416
14456,REP.A022_MCF7_24H:B22,BRD-K79254416
14457,REP.A022_MCF7_24H:B23,BRD-K79254416
14458,REP.A022_MCF7_24H:B24,BRD-K79254416
14459,LJP008_MCF7_24H:M15,BRD-K79254416
14460,LJP008_MCF7_24H:M16,BRD-K79254416
14461,REP.A022_HELA_24H:B22,BRD-K79254416
14462,LJP008_HT29_24H:M17,BRD-K79254416
14463,REP.A022_HA1E_24H:B23,BRD-K79254416
14464,REP.A022_HA1E_24H:B21,BRD-K79254416
14465,LJP008_HCC515_24H:M13,BRD-K79254416
14466,LJP008_HCC515_24H:M14,BRD-K79254416
14467,LJP008_HCC515_24H:M15,BRD-K79254416
14468,LJP008_HCC515_24H:M16,BRD-K79254416
14469,LJP008_HCC515_24H:M17,BRD-K79254416
14470,LJP008_HCC515_24H:M18,BRD-K79254416
14471,REP.A022_HT29_24H:B22,BRD-K79254416
14472,REP.A022_YAPC_24H:B19,BRD-K79254416
14473,REP.A022_YAPC_24H:B20,BRD-K79254416
14474,REP.A022_YAPC_24H:B21,BRD-K79254416
14475,REP.A022_YAPC_24H:B22,BRD-K79254416
14476,REP.A022_YAPC_24H:B23,BRD-K79254416
14477,REP.A022_YAPC_24H:B24,BRD-K79254416
14478,LJP008_NPC.TAK_24H:M13,BRD-K79254416
14479,LJP008_NPC.TAK_24H:M14,BRD-K79254416
14480,REP.A022_A375_24H:B19,BRD-K79254416
14481,REP.A022_HA1E_24H:B22,BRD-K79254416
14482,REP.A022_A375_24H:B20,BRD-K79254416
14483,REP.A022_A375_24H:B22,BRD-K79254416
14484,REP.A022_HA1E_24H:B20,BRD-K79254416
14485,REP.A022_HA1E_24H:B19,BRD-K79254416
14486,LJP008_HUVEC_24H:M17,BRD-K79254416
14487,LJP008_HUVEC_24H:M16,BRD-K79254416
14488,LJP008_HUVEC_24H:M15,BRD-K79254416
14489,LJP008_HUVEC_24H:M14,BRD-K79254416
14490,LJP008_HUVEC_24H:M13,BRD-K79254416
14491,REP.A022_PC3_24H:B19,BRD-K79254416
14492,REP.A022_PC3_24H:B20,BRD-K79254416
14493,REP.A022_A375_24H:B24,BRD-K79254416
14494,REP.A022_A375_24H:B23,BRD-K79254416
14495,REP.A022_PC3_24H:B21,BRD-K79254416
14496,REP.A022_PC3_24H:B22,BRD-K79254416
14497,REP.A022_PC3_24H:B23,BRD-K79254416
14498,REP.A022_PC3_24H:B24,BRD-K79254416
14499,REP.A022_A375_24H:B21,BRD-K79254416
14500,REP.A022_MCF7_24H:B19,BRD-K79254416
14501,LJP008_NPC.CAS9_24H:M17,BRD-K79254416
14502,LPROT001_PC3_6H:L06,BRD-K79254416
14503,LJP008_ASC_24H:M13,BRD-K79254416
14504,LJP008_PC3_24H:M13,BRD-K79254416
14505,LJP008_PC3_24H:M14,BRD-K79254416
14506,LJP008_PC3_24H:M15,BRD-K79254416
14507,LJP008_PC3_24H:M16,BRD-K79254416
14508,LJP008_PC3_24H:M17,BRD-K79254416
14509,LJP008_PC3_24H:M18,BRD-K79254416
14510,LJP008_SKL.C_24H:M17,BRD-K79254416
14511,LPROT001_A375_6H:L01,BRD-K79254416
14512,LPROT001_A375_6H:L03,BRD-K79254416
14513,LPROT001_A375_6H:L05,BRD-K79254416
14514,LPROT001_MCF7_6H:K01,BRD-K79254416
14515,LJP008_ASC_24H:M14,BRD-K79254416
14516,LPROT001_MCF7_6H:K03,BRD-K79254416
14517,LPROT001_NPC.TAK_6H:K02,BRD-K79254416
14518,LPROT001_NPC.TAK_6H:K04,BRD-K79254416
14519,LPROT001_NPC.TAK_6H:K06,BRD-K79254416
14520,LPROT001_PC3_6H:L02,BRD-K79254416
14521,LPROT001_PC3_6H:L04,BRD-K79254416
14522,LPROT002_A549_6H:K01,BRD-K79254416
14523,LPROT002_A549_6H:K03,BRD-K79254416
14524,LPROT002_A549_6H:K05,BRD-K79254416
14525,LJP008_SKL.C_24H:M13,BRD-K79254416
14526,LJP008_SKL.C_24H:M14,BRD-K79254416
14527,LJP008_SKL.C_24H:M15,BRD-K79254416
14528,LJP008_SKL.C_24H:M16,BRD-K79254416
14529,LPROT001_MCF7_6H:K05,BRD-K79254416
14530,LJP008_ASC_24H:M15,BRD-K79254416
14531,LJP008_SKL.C_24H:M18,BRD-K79254416
14532,LJP008_A375_24H:M18,BRD-K79254416
14533,LJP008_A375_24H:M16,BRD-K79254416
14534,LJP008_A375_24H:M17,BRD-K79254416
14535,LJP008_ASC_24H:M18,BRD-K79254416
14536,LJP008_A375_24H:M15,BRD-K79254416
14537,LJP008_A375_24H:M14,BRD-K79254416
14538,LJP008_ASC_24H:M16,BRD-K79254416
14539,LJP008_A375_24H:M13,BRD-K79254416
14540,LJP008_ASC_24H:M17,BRD-K79254416
14541,REP.A028_HT29_24H:M22,BRD-K97010173
14542,REP.A028_HT29_24H:M24,BRD-K97010173
14543,REP.A028_HT29_24H:M23,BRD-K97010173
14544,REP.A028_MCF7_24H:M21,BRD-K97010173
14545,REP.A028_MCF7_24H:M19,BRD-K97010173
14546,REP.A028_MCF7_24H:M23,BRD-K97010173
14547,REP.A028_MCF7_24H:M20,BRD-K97010173
14548,REP.A028_MCF7_24H:M22,BRD-K97010173
14549,REP.A028_YAPC_24H:M19,BRD-K97010173
14550,REP.A028_MCF7_24H:M24,BRD-K97010173
14551,REP.A028_A375_24H:M19,BRD-K97010173
14552,REP.A028_HA1E_24H:M24,BRD-K97010173
14553,REP.A028_HA1E_24H:M23,BRD-K97010173
14554,REP.A028_HA1E_24H:M22,BRD-K97010173
14555,REP.A028_HA1E_24H:M21,BRD-K97010173
14556,REP.A028_HELA_24H:M19,BRD-K97010173
14557,REP.A028_YAPC_24H:M24,BRD-K97010173
14558,REP.A028_YAPC_24H:M23,BRD-K97010173
14559,REP.A028_HT29_24H:M21,BRD-K97010173
14560,REP.A028_A375_24H:M20,BRD-K97010173
14561,REP.A028_HT29_24H:M20,BRD-K97010173
14562,REP.A028_YAPC_24H:M22,BRD-K97010173
14563,REP.A028_HA1E_24H:M19,BRD-K97010173
14564,REP.A028_YAPC_24H:M21,BRD-K97010173
14565,REP.A028_YAPC_24H:M20,BRD-K97010173
14566,REP.A028_HELA_24H:M24,BRD-K97010173
14567,REP.A028_HELA_24H:M23,BRD-K97010173
14568,REP.A028_HELA_24H:M22,BRD-K97010173
14569,REP.A028_HELA_24H:M21,BRD-K97010173
14570,REP.A028_HELA_24H:M20,BRD-K97010173
14571,REP.A028_HT29_24H:M19,BRD-K97010173
14572,REP.A028_A375_24H:M21,BRD-K97010173
14573,REP.A028_HA1E_24H:M20,BRD-K97010173
14574,REP.A028_A375_24H:M23,BRD-K97010173
14575,REP.A028_PC3_24H:M24,BRD-K97010173
14576,REP.A028_A375_24H:M22,BRD-K97010173
14577,REP.A028_PC3_24H:M23,BRD-K97010173
14578,REP.A028_PC3_24H:M22,BRD-K97010173
14579,REP.A028_PC3_24H:M21,BRD-K97010173
14580,REP.A028_PC3_24H:M20,BRD-K97010173
14581,REP.A028_PC3_24H:M19,BRD-K97010173
14582,REP.A028_A375_24H:M24,BRD-K97010173
14583,REP.A011_YAPC_24H:K05,BRD-K06878038
14584,REP.A011_YAPC_24H:K04,BRD-K06878038
14585,REP.A011_YAPC_24H:K03,BRD-K06878038
14586,REP.A011_YAPC_24H:K02,BRD-K06878038
14587,REP.A011_YAPC_24H:K01,BRD-K06878038
14588,REP.A011_HT29_24H:K05,BRD-K06878038
14589,REP.A011_MCF7_24H:K01,BRD-K06878038
14590,REP.A011_HA1E_24H:K03,BRD-K06878038
14591,REP.A011_HELA_24H:K02,BRD-K06878038
14592,REP.A011_HA1E_24H:K06,BRD-K06878038
14593,REP.A011_HELA_24H:K06,BRD-K06878038
14594,REP.A011_HA1E_24H:K05,BRD-K06878038
14595,REP.A011_HA1E_24H:K01,BRD-K06878038
14596,REP.A011_HA1E_24H:K02,BRD-K06878038
14597,REP.A011_HELA_24H:K05,BRD-K06878038
14598,REP.A011_HELA_24H:K04,BRD-K06878038
14599,REP.A011_HELA_24H:K03,BRD-K06878038
14600,REP.A011_HA1E_24H:K04,BRD-K06878038
14601,REP.A011_HT29_24H:K01,BRD-K06878038
14602,REP.A011_YAPC_24H:K06,BRD-K06878038
14603,REP.A011_MCF7_24H:K03,BRD-K06878038
14604,REP.A011_PC3_24H:K04,BRD-K06878038
14605,REP.A011_PC3_24H:K03,BRD-K06878038
14606,REP.A011_MCF7_24H:K02,BRD-K06878038
14607,REP.A011_HT29_24H:K04,BRD-K06878038
14608,REP.A011_HT29_24H:K03,BRD-K06878038
14609,REP.A011_HT29_24H:K02,BRD-K06878038
14610,REP.A011_PC3_24H:K05,BRD-K06878038
14611,REP.A011_PC3_24H:K02,BRD-K06878038
14612,REP.A011_A375_24H:K01,BRD-K06878038
14613,REP.A011_A375_24H:K02,BRD-K06878038
14614,REP.A011_A375_24H:K06,BRD-K06878038
14615,REP.A011_HELA_24H:K01,BRD-K06878038
14616,REP.A011_A375_24H:K04,BRD-K06878038
14617,REP.A011_A375_24H:K03,BRD-K06878038
14618,REP.A011_PC3_24H:K01,BRD-K06878038
14619,REP.A011_PC3_24H:K06,BRD-K06878038
14620,REP.A011_HT29_24H:K06,BRD-K06878038
14621,REP.A011_MCF7_24H:K04,BRD-K06878038
14622,REP.A011_MCF7_24H:K05,BRD-K06878038
14623,REP.A011_MCF7_24H:K06,BRD-K06878038
14624,REP.A011_A375_24H:K05,BRD-K06878038
14625,REP.A025_HA1E_24H:M05,BRD-K77685957
14626,REP.A025_HA1E_24H:M06,BRD-K77685957
14627,REP.A025_PC3_24H:M02,BRD-K77685957
14628,REP.A025_PC3_24H:M01,BRD-K77685957
14629,REP.A025_HELA_24H:M06,BRD-K77685957
14630,REP.A025_HELA_24H:M05,BRD-K77685957
14631,REP.A025_HELA_24H:M04,BRD-K77685957
14632,REP.A025_HT29_24H:M06,BRD-K77685957
14633,REP.A025_A375_24H:M06,BRD-K77685957
14634,REP.A025_A375_24H:M05,BRD-K77685957
14635,REP.A025_A375_24H:M04,BRD-K77685957
14636,REP.A025_A375_24H:M03,BRD-K77685957
14637,REP.A025_HELA_24H:M03,BRD-K77685957
14638,REP.A025_HELA_24H:M02,BRD-K77685957
14639,REP.A025_HELA_24H:M01,BRD-K77685957
14640,REP.A025_A375_24H:M02,BRD-K77685957
14641,REP.A025_A375_24H:M01,BRD-K77685957
14642,REP.A025_HA1E_24H:M04,BRD-K77685957
14643,REP.A025_HA1E_24H:M03,BRD-K77685957
14644,REP.A025_PC3_24H:M04,BRD-K77685957
14645,REP.A025_HA1E_24H:M01,BRD-K77685957
14646,REP.A025_MCF7_24H:M01,BRD-K77685957
14647,REP.A025_MCF7_24H:M02,BRD-K77685957
14648,REP.A025_YAPC_24H:M06,BRD-K77685957
14649,REP.A025_MCF7_24H:M03,BRD-K77685957
14650,REP.A025_PC3_24H:M05,BRD-K77685957
14651,REP.A025_PC3_24H:M06,BRD-K77685957
14652,REP.A025_MCF7_24H:M04,BRD-K77685957
14653,REP.A025_MCF7_24H:M05,BRD-K77685957
14654,REP.A025_MCF7_24H:M06,BRD-K77685957
14655,REP.A025_HT29_24H:M01,BRD-K77685957
14656,REP.A025_YAPC_24H:M05,BRD-K77685957
14657,REP.A025_YAPC_24H:M04,BRD-K77685957
14658,REP.A025_YAPC_24H:M03,BRD-K77685957
14659,REP.A025_YAPC_24H:M02,BRD-K77685957
14660,REP.A025_YAPC_24H:M01,BRD-K77685957
14661,REP.A025_HT29_24H:M02,BRD-K77685957
14662,REP.A025_HT29_24H:M03,BRD-K77685957
14663,REP.A025_HT29_24H:M04,BRD-K77685957
14664,REP.A025_HT29_24H:M05,BRD-K77685957
14665,REP.A025_PC3_24H:M03,BRD-K77685957
14666,REP.A025_HA1E_24H:M02,BRD-K77685957
14667,REP.A025_HA1E_24H:M05,BRD-K77685957
14668,REP.A025_HA1E_24H:M06,BRD-K77685957
